User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
451,Android,179,3.5,1114,30,466,56,Male,2
453,Android,120,3.3,734,35,583,26,Male,2
461,Android,523,9.0,2696,91,1561,20,Female,5
462,Android,123,3.3,938,36,438,55,Male,2
463,Android,216,5.9,1789,54,987,55,Male,3
467,Android,414,7.3,2349,75,1092,51,Male,4
471,Android,248,4.6,1396,52,883,40,Male,3
476,Android,412,6.2,2201,68,1085,54,Female,4
480,Android,189,4.8,1681,59,795,57,Male,3
482,Android,528,10.4,2717,87,2140,34,Male,5
495,Android,107,2.5,1176,24,545,29,Female,2
506,Android,348,6.6,2398,66,1415,49,Female,4
512,Android,567,10.8,2911,89,1682,39,Male,5
513,Android,36,1.6,442,17,249,34,Male,1
515,Android,466,7.1,1984,73,1461,54,Male,4
524,Android,506,11.2,2623,98,2460,48,Male,5
525,Android,272,5.2,1390,45,792,57,Female,3
526,Android,224,4.5,1646,57,665,59,Male,3
536,Android,139,3.3,937,24,573,25,Female,2
537,Android,289,5.9,1528,48,915,30,Male,3
538,Android,593,11.1,2672,82,2258,34,Female,5
544,Android,275,5.5,1616,48,656,55,Male,3
550,Android,172,4.0,1047,32,508,21,Female,2
552,Android,157,2.5,1110,30,373,37,Female,2
554,Android,405,7.3,2082,75,1162,37,Female,4
558,Android,198,4.2,1392,43,640,27,Male,3
561,Android,408,6.2,2245,69,1103,38,Female,4
566,Android,60,1.3,462,15,296,40,Male,1
574,Android,537,9.1,2858,86,2158,22,Male,5
576,Android,94,3.5,606,30,446,49,Male,2
580,Android,47,1.1,532,18,122,36,Male,1
582,Android,148,2.7,625,34,416,27,Male,2
588,Android,328,6.1,1975,72,1101,24,Male,4
590,Android,111,3.6,627,26,464,39,Female,2
591,Android,159,3.7,630,33,575,30,Male,2
593,Android,379,7.7,1809,64,1050,22,Female,4
594,Android,217,4.2,1500,42,677,26,Female,3
599,Android,114,3.0,1131,31,596,28,Male,2
600,Android,192,4.3,1382,42,905,47,Female,3
615,Android,106,4.0,1158,23,493,18,Male,2
620,Android,292,4.2,1407,54,867,59,Male,3
625,Android,36,1.5,310,15,272,45,Male,1
632,Android,216,5.1,1483,54,977,45,Female,3
636,Android,96,3.4,1198,39,401,48,Female,2
641,Android,63,1.8,321,11,271,42,Male,1
647,Android,89,1.3,314,16,201,58,Female,1
654,Android,49,1.2,365,19,144,29,Male,1
667,Android,529,11.4,2891,82,1845,46,Male,5
668,Android,205,5.5,1699,49,729,36,Male,3
670,Android,160,3.2,648,31,339,27,Female,2
678,Android,115,3.5,706,26,495,52,Female,2
684,Android,75,1.6,325,12,225,45,Male,1
690,Android,541,9.5,2424,98,1550,32,Male,5
695,Android,564,9.7,2422,83,1985,34,Female,5
699,Android,62,1.7,431,13,224,44,Male,1
