User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
562,Android,121,2.1,1188,21,578,18,Male,2
565,Android,290,4.4,1272,55,910,44,Male,3
575,Android,519,10.9,2571,93,2163,47,Female,5
587,Android,197,4.4,1665,44,608,43,Female,3
595,Android,447,6.3,1959,63,1441,48,Male,4
597,Android,511,10.8,2529,91,2387,21,Male,5
608,Android,203,4.0,1323,56,787,21,Male,3
609,Android,258,4.9,1596,56,937,40,Female,3
612,Android,57,1.3,489,16,131,37,Male,1
613,Android,553,10.2,2911,82,2441,44,Male,5
623,Android,453,7.4,2363,65,1046,41,Female,4
629,Android,47,1.2,437,18,234,55,Male,1
638,Android,83,1.1,546,10,289,32,Female,1
646,Android,174,2.9,1197,23,345,20,Female,2
650,Android,186,5.4,1627,58,790,31,Female,3
653,Android,206,5.2,1632,47,694,30,Male,3
658,Android,278,5.3,1368,56,894,40,Female,3
659,Android,463,6.8,2358,68,1236,43,Female,4
660,Android,505,9.6,2464,91,2375,35,Male,5
662,Android,138,3.1,947,29,545,48,Male,2
663,Android,130,3.2,1189,37,448,45,Male,2
665,Android,555,10.3,2568,83,2003,52,Male,5
673,Android,500,11.2,2925,84,2438,27,Male,5
675,Android,522,11.4,2776,93,1768,27,Female,5
676,Android,81,1.5,545,17,159,40,Male,1
682,Android,380,7.6,2354,77,1191,30,Male,4
683,Android,190,5.5,1718,58,815,42,Male,3
686,Android,412,6.6,1859,67,1393,18,Male,4
693,Android,378,6.7,1898,78,1455,48,Female,4
694,Android,505,8.6,2792,82,1709,31,Male,5
697,Android,316,6.8,1965,68,1201,59,Male,4
