User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
394,iOS,331,7.4,2129,66,1459,53,Male,4
398,iOS,517,11.6,2798,90,2175,20,Male,5
403,iOS,411,7.4,1960,71,1264,40,Male,4
405,iOS,559,8.2,2618,84,2102,22,Female,5
414,iOS,270,5.0,1532,51,957,35,Male,3
416,iOS,98,2.3,608,24,394,56,Male,2
420,iOS,83,1.4,454,11,228,46,Male,1
421,iOS,32,1.4,416,12,198,56,Male,1
422,iOS,168,3.2,716,38,414,43,Male,2
423,iOS,416,6.1,2115,71,1041,22,Female,4
431,iOS,266,5.5,1238,59,839,22,Male,3
432,iOS,140,3.8,1137,36,506,53,Male,2
435,iOS,581,8.4,2591,99,2304,58,Male,5
438,iOS,41,1.7,408,16,291,34,Male,1
444,iOS,231,4.0,1664,48,724,29,Female,3
445,iOS,555,8.8,2540,97,2402,22,Male,5
455,iOS,143,3.9,1160,24,398,45,Male,2
456,iOS,74,1.6,436,13,182,27,Female,1
457,iOS,74,1.6,587,15,275,27,Female,1
459,iOS,56,1.0,547,10,142,58,Female,1
464,iOS,290,4.6,1694,50,809,23,Male,3
474,iOS,289,5.0,1625,45,687,29,Male,3
478,iOS,258,4.2,1315,44,762,59,Female,3
481,iOS,155,2.4,954,39,441,51,Male,2
483,iOS,549,11.1,2851,87,1814,56,Male,5
485,iOS,444,6.0,1873,61,1093,39,Female,4
487,iOS,131,3.8,739,34,330,57,Female,2
488,iOS,228,4.4,1734,46,804,57,Female,3
492,iOS,152,3.7,948,22,507,53,Female,2
497,iOS,182,4.8,1500,51,807,43,Female,3
498,iOS,102,2.9,918,37,362,20,Female,2
500,iOS,143,3.6,988,26,504,45,Female,2
510,iOS,492,10.0,2513,90,1968,31,Male,5
518,iOS,64,1.2,592,19,218,25,Male,1
528,iOS,44,1.2,466,10,131,57,Female,1
533,iOS,431,6.4,2206,66,1200,23,Female,4
541,iOS,567,10.5,2817,89,2194,52,Male,5
542,iOS,170,2.5,740,21,537,25,Female,2
548,iOS,139,2.6,658,33,358,58,Female,2
553,iOS,173,3.8,605,23,583,32,Male,2
555,iOS,387,6.6,2168,61,1246,19,Female,4
557,iOS,142,3.5,625,25,370,40,Female,2
564,iOS,46,1.6,440,10,265,31,Male,1
578,iOS,381,7.5,2216,66,1291,37,Female,4
581,iOS,527,10.0,2430,82,1737,27,Female,5
583,iOS,191,5.7,1414,53,991,19,Female,3
601,iOS,325,6.0,2244,70,1296,30,Female,4
610,iOS,551,8.5,2927,92,1901,51,Male,5
611,iOS,507,9.6,2606,95,1543,48,Male,5
621,iOS,218,5.0,1475,46,972,59,Female,3
627,iOS,210,5.0,1614,53,679,55,Female,3
628,iOS,227,5.2,1446,46,920,59,Male,3
630,iOS,461,6.3,1988,62,1004,21,Male,4
633,iOS,496,10.2,2587,84,1921,56,Female,5
635,iOS,318,6.6,2055,67,1253,43,Male,4
648,iOS,66,1.5,565,17,283,42,Female,1
649,iOS,389,6.3,2294,76,1334,53,Male,4
652,iOS,69,1.7,519,10,167,51,Female,1
666,iOS,198,5.4,1544,53,635,53,Male,3
669,iOS,170,2.4,1039,38,334,23,Male,2
671,iOS,81,1.6,387,13,224,48,Male,1
680,iOS,33,1.8,334,16,113,36,Female,1
692,iOS,178,4.0,856,37,569,51,Female,2
696,iOS,92,3.9,1082,26,381,22,Male,2
