User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
692.0,iOS,178.0,4.0,856.0,37.0,569.0,51.0,Female,2.0
267.0,iOS,181.0,4.1,1608.0,43.0,752.0,22.0,Female,3.0
497.0,iOS,182.0,4.8,1500.0,51.0,807.0,43.0,Female,3.0
5.0,iOS,187.0,4.3,1367.0,58.0,988.0,31.0,Female,3.0
381.0,iOS,188.0,4.6,1767.0,47.0,653.0,34.0,Male,3.0
15.0,iOS,189.0,5.4,1754.0,53.0,779.0,49.0,Female,3.0
583.0,iOS,191.0,5.7,1414.0,53.0,991.0,19.0,Female,3.0
228.0,iOS,193.0,5.2,1318.0,49.0,626.0,32.0,Female,3.0
666.0,iOS,198.0,5.4,1544.0,53.0,635.0,53.0,Male,3.0
627.0,iOS,210.0,5.0,1614.0,53.0,679.0,55.0,Female,3.0
621.0,iOS,218.0,5.0,1475.0,46.0,972.0,59.0,Female,3.0
118.0,iOS,220.0,5.2,1631.0,49.0,909.0,27.0,Female,3.0
66.0,iOS,225.0,4.0,1420.0,48.0,917.0,56.0,Male,3.0
628.0,iOS,227.0,5.2,1446.0,46.0,920.0,59.0,Male,3.0
488.0,iOS,228.0,4.4,1734.0,46.0,804.0,57.0,Female,3.0
444.0,iOS,231.0,4.0,1664.0,48.0,724.0,29.0,Female,3.0
345.0,iOS,256.0,5.8,1309.0,52.0,840.0,43.0,Male,3.0
67.0,iOS,257.0,4.5,1705.0,57.0,912.0,55.0,Male,3.0
478.0,iOS,258.0,4.2,1315.0,44.0,762.0,59.0,Female,3.0
194.0,iOS,262.0,4.1,1287.0,52.0,997.0,36.0,Male,3.0
299.0,iOS,264.0,5.2,1641.0,44.0,778.0,44.0,Male,3.0
431.0,iOS,266.0,5.5,1238.0,59.0,839.0,22.0,Male,3.0
302.0,iOS,267.0,4.4,1505.0,59.0,971.0,38.0,Female,3.0
414.0,iOS,270.0,5.0,1532.0,51.0,957.0,35.0,Male,3.0
315.0,iOS,281.0,4.9,1566.0,59.0,632.0,29.0,Male,3.0
309.0,iOS,285.0,5.1,1226.0,57.0,666.0,20.0,Female,3.0
474.0,iOS,289.0,5.0,1625.0,45.0,687.0,29.0,Male,3.0
464.0,iOS,290.0,4.6,1694.0,50.0,809.0,23.0,Male,3.0
357.0,iOS,291.0,4.1,1326.0,51.0,905.0,55.0,Female,3.0
18.0,iOS,299.0,5.8,1431.0,41.0,985.0,44.0,Female,3.0
339.0,iOS,306.0,6.1,2267.0,70.0,1449.0,46.0,Male,4.0
346.0,iOS,308.0,7.7,1974.0,73.0,1431.0,37.0,Female,4.0
635.0,iOS,318.0,6.6,2055.0,67.0,1253.0,43.0,Male,4.0
364.0,iOS,321.0,7.9,2159.0,64.0,1499.0,45.0,Male,4.0
60.0,iOS,325.0,7.1,2269.0,64.0,1053.0,56.0,Male,4.0
394.0,iOS,331.0,7.4,2129.0,66.0,1459.0,53.0,Male,4.0
127.0,iOS,332.0,7.4,2149.0,68.0,1321.0,20.0,Female,4.0
262.0,iOS,334.0,6.6,2394.0,68.0,1227.0,46.0,Female,4.0
312.0,iOS,341.0,7.2,2397.0,68.0,1055.0,32.0,Female,4.0
386.0,iOS,349.0,6.6,2041.0,78.0,1096.0,40.0,Female,4.0
174.0,iOS,368.0,6.6,1817.0,72.0,1406.0,27.0,Female,4.0
578.0,iOS,381.0,7.5,2216.0,66.0,1291.0,37.0,Female,4.0
283.0,iOS,386.0,7.7,2114.0,72.0,1209.0,51.0,Male,4.0
555.0,iOS,387.0,6.6,2168.0,61.0,1246.0,19.0,Female,4.0
649.0,iOS,389.0,6.3,2294.0,76.0,1334.0,53.0,Male,4.0
217.0,iOS,402.0,6.9,2282.0,78.0,1397.0,40.0,Male,4.0
403.0,iOS,411.0,7.4,1960.0,71.0,1264.0,40.0,Male,4.0
423.0,iOS,416.0,6.1,2115.0,71.0,1041.0,22.0,Female,4.0
10.0,iOS,424.0,6.6,1957.0,75.0,1301.0,42.0,Male,4.0
533.0,iOS,431.0,6.4,2206.0,66.0,1200.0,23.0,Female,4.0
193.0,iOS,432.0,7.2,1822.0,63.0,1127.0,59.0,Female,4.0
27.0,iOS,444.0,7.6,2372.0,77.0,1002.0,29.0,Male,4.0
325.0,iOS,445.0,7.5,2007.0,78.0,1115.0,23.0,Male,4.0
630.0,iOS,461.0,6.3,1988.0,62.0,1004.0,21.0,Male,4.0
303.0,iOS,469.0,6.0,2290.0,67.0,1086.0,34.0,Female,4.0
358.0,iOS,488.0,9.5,2840.0,92.0,1986.0,48.0,Female,5.0
510.0,iOS,492.0,10.0,2513.0,90.0,1968.0,31.0,Male,5.0
382.0,iOS,493.0,10.4,2453.0,99.0,1813.0,39.0,Male,5.0
232.0,iOS,495.0,8.9,2855.0,91.0,2150.0,31.0,Male,5.0
633.0,iOS,496.0,10.2,2587.0,84.0,1921.0,56.0,Female,5.0
219.0,iOS,499.0,9.6,2873.0,81.0,1805.0,52.0,Female,5.0
611.0,iOS,507.0,9.6,2606.0,95.0,1543.0,48.0,Male,5.0
69.0,iOS,516.0,10.2,2932.0,98.0,1547.0,31.0,Male,5.0
398.0,iOS,517.0,11.6,2798.0,90.0,2175.0,20.0,Male,5.0
263.0,iOS,518.0,9.6,2954.0,93.0,2125.0,34.0,Female,5.0
72.0,iOS,521.0,9.0,2902.0,97.0,1701.0,37.0,Male,5.0
151.0,iOS,523.0,9.4,2583.0,92.0,1539.0,21.0,Male,5.0
145.0,iOS,524.0,11.2,2417.0,90.0,2069.0,29.0,Female,5.0
581.0,iOS,527.0,10.0,2430.0,82.0,1737.0,27.0,Female,5.0
343.0,iOS,529.0,10.5,2971.0,87.0,1683.0,56.0,Male,5.0
180.0,iOS,539.0,11.9,2853.0,83.0,2007.0,55.0,Male,5.0
330.0,iOS,541.0,8.3,2865.0,89.0,1820.0,42.0,Female,5.0
183.0,iOS,544.0,9.2,2936.0,83.0,2416.0,47.0,Female,5.0
483.0,iOS,549.0,11.1,2851.0,87.0,1814.0,56.0,Male,5.0
97.0,iOS,550.0,9.5,2916.0,91.0,1946.0,20.0,Male,5.0
610.0,iOS,551.0,8.5,2927.0,92.0,1901.0,51.0,Male,5.0
445.0,iOS,555.0,8.8,2540.0,97.0,2402.0,22.0,Male,5.0
371.0,iOS,558.0,9.8,2765.0,83.0,1548.0,25.0,Female,5.0
405.0,iOS,559.0,8.2,2618.0,84.0,2102.0,22.0,Female,5.0
541.0,iOS,567.0,10.5,2817.0,89.0,2194.0,52.0,Male,5.0
240.0,iOS,573.0,10.8,2711.0,96.0,2118.0,33.0,Female,5.0
20.0,iOS,577.0,8.5,2774.0,89.0,2192.0,29.0,Female,5.0
435.0,iOS,581.0,8.4,2591.0,99.0,2304.0,58.0,Male,5.0
342.0,iOS,597.0,10.3,2718.0,90.0,1863.0,26.0,Female,5.0
