User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
526.0,Android,224.0,4.5,1646.0,57.0,665.0,59.0,Male,3.0
311.0,Android,230.0,4.2,1507.0,51.0,868.0,25.0,Female,3.0
448.0,Android,234.0,5.2,1604.0,58.0,919.0,58.0,Male,3.0
471.0,Android,248.0,4.6,1396.0,52.0,883.0,40.0,Male,3.0
525.0,Android,272.0,5.2,1390.0,45.0,792.0,57.0,Female,3.0
544.0,Android,275.0,5.5,1616.0,48.0,656.0,55.0,Male,3.0
537.0,Android,289.0,5.9,1528.0,48.0,915.0,30.0,Male,3.0
620.0,Android,292.0,4.2,1407.0,54.0,867.0,59.0,Male,3.0
90.0,Android,301.0,6.2,2053.0,75.0,1303.0,45.0,Male,4.0
350.0,Android,303.0,7.4,2314.0,66.0,1387.0,34.0,Male,4.0
159.0,Android,304.0,6.5,2375.0,79.0,1493.0,51.0,Male,4.0
287.0,Android,314.0,7.4,2136.0,64.0,1376.0,47.0,Female,4.0
588.0,Android,328.0,6.1,1975.0,72.0,1101.0,24.0,Male,4.0
9.0,Android,340.0,7.7,2138.0,75.0,1053.0,42.0,Female,4.0
506.0,Android,348.0,6.6,2398.0,66.0,1415.0,49.0,Female,4.0
7.0,Android,350.0,7.3,1802.0,66.0,1054.0,21.0,Female,4.0
409.0,Android,357.0,7.8,2289.0,74.0,1242.0,22.0,Female,4.0
230.0,Android,360.0,7.3,1946.0,79.0,1164.0,50.0,Male,4.0
446.0,Android,378.0,7.2,1859.0,61.0,1318.0,58.0,Male,4.0
354.0,Android,379.0,7.5,1823.0,68.0,1075.0,53.0,Female,4.0
270.0,Android,381.0,6.6,2160.0,69.0,1450.0,20.0,Male,4.0
121.0,Android,388.0,6.6,2085.0,71.0,1150.0,45.0,Female,4.0
40.0,Android,398.0,6.2,1851.0,77.0,1180.0,23.0,Male,4.0
554.0,Android,405.0,7.3,2082.0,75.0,1162.0,37.0,Female,4.0
561.0,Android,408.0,6.2,2245.0,69.0,1103.0,38.0,Female,4.0
95.0,Android,411.0,7.5,2169.0,72.0,1083.0,58.0,Male,4.0
476.0,Android,412.0,6.2,2201.0,68.0,1085.0,54.0,Female,4.0
467.0,Android,414.0,7.3,2349.0,75.0,1092.0,51.0,Male,4.0
23.0,Android,423.0,6.5,2094.0,65.0,1372.0,23.0,Female,4.0
147.0,Android,443.0,7.4,2289.0,73.0,1026.0,33.0,Male,4.0
244.0,Android,451.0,6.5,2378.0,69.0,1341.0,44.0,Male,4.0
71.0,Android,452.0,7.2,1808.0,64.0,1090.0,45.0,Female,4.0
65.0,Android,459.0,7.0,1982.0,67.0,1091.0,43.0,Male,4.0
351.0,Android,463.0,6.9,2111.0,73.0,1463.0,54.0,Male,4.0
515.0,Android,466.0,7.1,1984.0,73.0,1461.0,54.0,Male,4.0
337.0,Android,473.0,7.9,2292.0,62.0,1472.0,44.0,Male,4.0
212.0,Android,481.0,10.9,2752.0,86.0,2017.0,18.0,Male,5.0
201.0,Android,495.0,8.9,2920.0,84.0,2252.0,31.0,Female,5.0
139.0,Android,497.0,9.7,2876.0,94.0,2076.0,18.0,Male,5.0
411.0,Android,501.0,11.8,2790.0,86.0,2074.0,31.0,Female,5.0
524.0,Android,506.0,11.2,2623.0,98.0,2460.0,48.0,Male,5.0
373.0,Android,511.0,10.9,2514.0,91.0,2335.0,59.0,Female,5.0
361.0,Android,517.0,11.8,2435.0,86.0,2208.0,26.0,Male,5.0
38.0,Android,522.0,11.2,2808.0,93.0,2328.0,24.0,Male,5.0
461.0,Android,523.0,9.0,2696.0,91.0,1561.0,20.0,Female,5.0
237.0,Android,524.0,8.9,2549.0,88.0,1730.0,20.0,Female,5.0
379.0,Android,525.0,10.8,2445.0,99.0,1623.0,57.0,Male,5.0
482.0,Android,528.0,10.4,2717.0,87.0,2140.0,34.0,Male,5.0
667.0,Android,529.0,11.4,2891.0,82.0,1845.0,46.0,Male,5.0
224.0,Android,532.0,10.7,2556.0,83.0,2148.0,53.0,Female,5.0
126.0,Android,535.0,11.8,2858.0,99.0,2378.0,50.0,Male,5.0
574.0,Android,537.0,9.1,2858.0,86.0,2158.0,22.0,Male,5.0
690.0,Android,541.0,9.5,2424.0,98.0,1550.0,32.0,Male,5.0
695.0,Android,564.0,9.7,2422.0,83.0,1985.0,34.0,Female,5.0
404.0,Android,566.0,8.6,2595.0,89.0,1657.0,51.0,Female,5.0
512.0,Android,567.0,10.8,2911.0,89.0,1682.0,39.0,Male,5.0
418.0,Android,572.0,11.7,2655.0,91.0,2481.0,57.0,Female,5.0
295.0,Android,580.0,8.5,2660.0,87.0,1795.0,52.0,Male,5.0
538.0,Android,593.0,11.1,2672.0,82.0,2258.0,34.0,Female,5.0
