User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
138.0,Android,237.0,4.5,1368.0,42.0,868.0,24.0,Female,3.0
507.0,Android,238.0,5.1,1408.0,45.0,941.0,27.0,Male,3.0
41.0,Android,240.0,4.7,1464.0,52.0,708.0,56.0,Female,3.0
52.0,Android,245.0,5.9,1243.0,52.0,885.0,29.0,Male,3.0
177.0,Android,255.0,5.4,1738.0,42.0,826.0,21.0,Male,3.0
609.0,Android,258.0,4.9,1596.0,56.0,937.0,40.0,Female,3.0
31.0,Android,260.0,6.0,1361.0,44.0,889.0,37.0,Female,3.0
417.0,Android,264.0,5.1,1293.0,52.0,737.0,27.0,Female,3.0
277.0,Android,269.0,5.9,1666.0,42.0,629.0,32.0,Female,3.0
258.0,Android,272.0,5.0,1655.0,45.0,686.0,19.0,Female,3.0
104.0,Android,274.0,4.2,1781.0,52.0,934.0,28.0,Male,3.0
658.0,Android,278.0,5.3,1368.0,56.0,894.0,40.0,Female,3.0
565.0,Android,290.0,4.4,1272.0,55.0,910.0,44.0,Male,3.0
206.0,Android,301.0,6.5,2084.0,71.0,1421.0,29.0,Male,4.0
62.0,Android,309.0,7.5,2292.0,77.0,1253.0,57.0,Female,4.0
697.0,Android,316.0,6.8,1965.0,68.0,1201.0,59.0,Male,4.0
132.0,Android,320.0,7.2,2056.0,69.0,1226.0,52.0,Female,4.0
96.0,Android,326.0,7.2,2243.0,73.0,1454.0,50.0,Male,4.0
83.0,Android,330.0,7.2,2363.0,77.0,1133.0,21.0,Female,4.0
158.0,Android,339.0,7.8,2102.0,71.0,1062.0,51.0,Male,4.0
223.0,Android,351.0,6.1,1941.0,79.0,1290.0,21.0,Female,4.0
693.0,Android,378.0,6.7,1898.0,78.0,1455.0,48.0,Female,4.0
682.0,Android,380.0,7.6,2354.0,77.0,1191.0,30.0,Male,4.0
227.0,Android,384.0,7.0,2185.0,72.0,1376.0,59.0,Male,4.0
686.0,Android,412.0,6.6,1859.0,67.0,1393.0,18.0,Male,4.0
489.0,Android,416.0,7.3,1882.0,62.0,1333.0,32.0,Female,4.0
301.0,Android,420.0,6.5,2113.0,65.0,1314.0,35.0,Male,4.0
257.0,Android,424.0,7.7,1863.0,65.0,1116.0,52.0,Male,4.0
271.0,Android,426.0,6.5,1969.0,78.0,1266.0,53.0,Female,4.0
59.0,Android,428.0,7.0,2306.0,75.0,1144.0,22.0,Male,4.0
469.0,Android,429.0,7.5,1921.0,61.0,1102.0,46.0,Male,4.0
523.0,Android,438.0,6.5,1849.0,64.0,1125.0,49.0,Female,4.0
595.0,Android,447.0,6.3,1959.0,63.0,1441.0,48.0,Male,4.0
51.0,Android,452.0,7.4,2180.0,61.0,1417.0,54.0,Female,4.0
623.0,Android,453.0,7.4,2363.0,65.0,1046.0,41.0,Female,4.0
551.0,Android,455.0,6.2,1984.0,72.0,1287.0,42.0,Male,4.0
659.0,Android,463.0,6.8,2358.0,68.0,1236.0,43.0,Female,4.0
115.0,Android,471.0,7.9,2156.0,76.0,1324.0,54.0,Female,4.0
396.0,Android,472.0,6.8,2288.0,61.0,1356.0,52.0,Male,4.0
112.0,Android,488.0,8.6,2447.0,84.0,2344.0,19.0,Male,5.0
673.0,Android,500.0,11.2,2925.0,84.0,2438.0,27.0,Male,5.0
46.0,Android,502.0,10.9,2476.0,96.0,1935.0,39.0,Male,5.0
694.0,Android,505.0,8.6,2792.0,82.0,1709.0,31.0,Male,5.0
226.0,Android,511.0,10.8,2712.0,97.0,2438.0,59.0,Female,5.0
367.0,Android,516.0,11.6,2464.0,82.0,1767.0,29.0,Female,5.0
575.0,Android,519.0,10.9,2571.0,93.0,2163.0,47.0,Female,5.0
401.0,Android,522.0,11.1,2821.0,86.0,1891.0,42.0,Male,5.0
233.0,Android,537.0,10.0,2720.0,83.0,1763.0,35.0,Male,5.0
166.0,Android,540.0,8.4,2993.0,98.0,1540.0,49.0,Female,5.0
472.0,Android,541.0,9.4,2452.0,93.0,1811.0,53.0,Female,5.0
64.0,Android,545.0,11.5,2911.0,87.0,1717.0,21.0,Female,5.0
613.0,Android,553.0,10.2,2911.0,82.0,2441.0,44.0,Male,5.0
665.0,Android,555.0,10.3,2568.0,83.0,2003.0,52.0,Male,5.0
389.0,Android,563.0,11.6,2968.0,92.0,2191.0,34.0,Female,5.0
242.0,Android,564.0,11.7,2764.0,81.0,2133.0,37.0,Female,5.0
260.0,Android,570.0,9.0,2613.0,98.0,2497.0,49.0,Female,5.0
412.0,Android,575.0,8.2,2918.0,88.0,1928.0,50.0,Male,5.0
365.0,Android,579.0,8.6,2539.0,84.0,1935.0,34.0,Male,5.0
503.0,Android,582.0,8.4,2664.0,91.0,2493.0,55.0,Female,5.0
531.0,Android,589.0,11.8,2629.0,86.0,2479.0,43.0,Female,5.0
35.0,Android,593.0,10.2,2499.0,81.0,1616.0,38.0,Female,5.0
185.0,Android,597.0,10.4,2984.0,91.0,1564.0,34.0,Female,5.0
