User ID,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
458.0,Android,234.0,4.7,1707.0,55.0,871.0,46.0,Male,3.0
466.0,Android,265.0,4.8,1770.0,51.0,723.0,55.0,Female,3.0
425.0,Android,201.0,5.0,1482.0,59.0,709.0,24.0,Male,3.0
413.0,Android,257.0,5.1,1692.0,46.0,769.0,52.0,Female,3.0
605.0,Android,182.0,5.3,1278.0,42.0,885.0,54.0,Female,3.0
617.0,Android,288.0,5.4,1476.0,49.0,767.0,36.0,Female,3.0
12.0,Android,215.0,5.5,1690.0,47.0,641.0,24.0,Male,3.0
573.0,Android,211.0,5.9,1757.0,42.0,864.0,56.0,Female,3.0
606.0,Android,425.0,6.0,1928.0,72.0,1150.0,53.0,Female,4.0
535.0,Android,389.0,6.1,2087.0,67.0,1383.0,30.0,Male,4.0
13.0,Android,462.0,6.2,2303.0,65.0,1099.0,57.0,Female,4.0
688.0,Android,387.0,6.3,2098.0,61.0,1178.0,54.0,Male,4.0
39.0,Android,473.0,6.4,2312.0,74.0,1400.0,40.0,Male,4.0
521.0,Android,350.0,6.5,2364.0,75.0,1485.0,20.0,Male,4.0
297.0,Android,458.0,6.6,2214.0,67.0,1163.0,31.0,Female,4.0
29.0,Android,452.0,6.8,2387.0,77.0,1456.0,55.0,Female,4.0
238.0,Android,425.0,6.9,2142.0,66.0,1130.0,19.0,Female,4.0
256.0,Android,397.0,7.0,2352.0,77.0,1101.0,46.0,Female,4.0
571.0,Android,441.0,7.1,1928.0,74.0,1421.0,57.0,Male,4.0
366.0,Android,382.0,7.2,1965.0,67.0,1341.0,22.0,Male,4.0
408.0,Android,395.0,7.3,2291.0,61.0,1049.0,55.0,Female,4.0
154.0,Android,329.0,7.5,2277.0,72.0,1185.0,27.0,Female,4.0
291.0,Android,448.0,7.6,2199.0,66.0,1047.0,28.0,Male,4.0
252.0,Android,441.0,7.9,2332.0,78.0,1477.0,23.0,Female,4.0
58.0,Android,539.0,8.4,2796.0,89.0,2415.0,26.0,Male,5.0
519.0,Android,574.0,8.5,2780.0,87.0,1809.0,34.0,Female,5.0
50.0,Android,589.0,8.7,2736.0,82.0,1997.0,49.0,Male,5.0
447.0,Android,546.0,8.8,2852.0,81.0,1641.0,24.0,Male,5.0
209.0,Android,539.0,9.3,2606.0,92.0,1990.0,41.0,Male,5.0
540.0,Android,592.0,9.4,2867.0,95.0,1701.0,27.0,Female,5.0
218.0,Android,555.0,9.5,2855.0,95.0,1565.0,24.0,Male,5.0
336.0,Android,531.0,9.8,2905.0,99.0,1632.0,45.0,Female,5.0
42.0,Android,576.0,10.1,2447.0,83.0,2323.0,33.0,Male,5.0
362.0,Android,557.0,10.4,2900.0,97.0,1609.0,22.0,Male,5.0
596.0,Android,512.0,10.5,2538.0,82.0,1694.0,41.0,Male,5.0
81.0,Android,565.0,10.6,2475.0,99.0,1603.0,51.0,Female,5.0
637.0,Android,510.0,10.7,2433.0,90.0,1729.0,47.0,Male,5.0
286.0,Android,534.0,10.8,2805.0,90.0,1538.0,37.0,Male,5.0
368.0,Android,598.0,11.2,2876.0,85.0,2477.0,58.0,Female,5.0
8.0,Android,543.0,11.4,2956.0,82.0,1702.0,31.0,Male,5.0
560.0,Android,553.0,11.6,2914.0,81.0,1860.0,47.0,Male,5.0
452.0,Android,591.0,11.8,2953.0,92.0,1903.0,52.0,Male,5.0
276.0,Android,501.0,11.9,2702.0,88.0,1738.0,49.0,Male,5.0
98.0,Android,516.0,12.0,2406.0,82.0,1968.0,28.0,Female,5.0
